Parameters: 
delta_t : 0.000000 
equillibrium_threshold : 0.000010 
max_cycles : 1000000.000000 
log_frequency : 100000.000000 
sample_frequency : 10.000000 
urea_min : 0.000000 
urea_max : 8.000000 
urea_steps : 4.000000 
Run Time : 4.391279 

DATA START
t                       |D                       |I                       |N                       |
6.3999999999999997e-05  |1.8897113064751329e+02  |7.8749223395727176e+02  |2.3536635395214702e+01  |
6.4999999999999994e-05  |1.8411501632956734e+02  |7.9177206523548136e+02  |2.4112918434951119e+01  |
6.5999999999999992e-05  |1.7938369419994470e+02  |7.9592402225694877e+02  |2.4692283543106306e+01  |
6.7000000000000002e-05  |1.7477395735403036e+02  |7.9995140418555036e+02  |2.5274638460419144e+01  |
6.7999999999999999e-05  |1.7028268129811539e+02  |8.0385742539385330e+02  |2.5859893308031332e+01  |
6.8999999999999997e-05  |1.6590682183160467e+02  |8.0764521764208632e+02  |2.6447960526308929e+01  |
6.9999999999999994e-05  |1.6164341298364789e+02  |8.1131783220111618e+02  |2.7038754815236089e+01  |
7.0999999999999991e-05  |1.5748956500279442e+02  |8.1487824192086509e+02  |2.7632193076340499e+01  |
7.2000000000000002e-05  |1.5344246239831034e+02  |8.1832934324557846e+02  |2.8228194356111320e+01  |
7.2999999999999999e-05  |1.4949936203182972e+02  |8.2167395817729948e+02  |2.8826679790871065e+01  |
7.3999999999999996e-05  |1.4565759125804612e+02  |8.2491483618888992e+02  |2.9427572553064262e+01  |
7.4999999999999993e-05  |1.4191454611318488e+02  |8.2805465608788893e+02  |3.0030797798926319e+01  |
7.5999999999999991e-05  |1.3826768955002797e+02  |8.3109602783247499e+02  |3.0636282617497248e+01  |
7.7000000000000001e-05  |1.3471454971829479e+02  |8.3404149430075984e+02  |3.1243955980945614e+01  |
7.7999999999999999e-05  |1.3125271828921402e+02  |8.3689353301461722e+02  |3.1853748696169056e+01  |
7.8999999999999996e-05  |1.2787984882315043e+02  |8.3965455781921116e+02  |3.2465593357638589e+01  |
7.9999999999999993e-05  |1.2459365517918033e+02  |8.4232692051936510e+02  |3.3079424301454736e+01  |
8.0999999999999990e-05  |1.2139190996553764e+02  |8.4491291247387824e+02  |3.3695177560584298e+01  |
8.2000000000000001e-05  |1.1827244302988049e+02  |8.4741476614887233e+02  |3.4312790821247447e+01  |
8.2999999999999998e-05  |1.1523313998835474e+02  |8.4983465663121979e+02  |3.4932203380425662e+01  |
8.3999999999999995e-05  |1.1227194079245761e+02  |8.5217470310308113e+02  |3.5553356104461479e+01  |
8.4999999999999993e-05  |1.0938683833273011e+02  |8.5443697027854762e+02  |3.6176191388722337e+01  |
8.5999999999999990e-05  |1.0657587707833143e+02  |8.5662346980336781e+02  |3.6800653118300829e+01  |
8.7000000000000001e-05  |1.0383715175157384e+02  |8.5873616161870143e+02  |3.7426686629724976e+01  |
8.7999999999999998e-05  |1.0116880603651913e+02  |8.6077695528982883e+02  |3.8054238673652414e+01  |
8.8999999999999995e-05  |9.8569031320761496e+01  |8.6274771130071565e+02  |3.8683257378523308e+01  |
8.9999999999999992e-05  |9.6036065469544127e+01  |8.6465024231530913e+02  |3.9313692215147327e+01  |
9.0999999999999989e-05  |9.3568191631378426e+01  |8.6648631440642157e+02  |3.9945493962200594e+01  |
9.2000000000000000e-05  |9.1163737074356433e+01  |8.6825764825303463e+02  |4.0578614672609383e+01  |
9.2999999999999997e-05  |8.8821072052367569e+01  |8.6996592030683507e+02  |4.1213007640797642e+01  |
9.3999999999999994e-05  |8.6538608700451391e+01  |8.7161276392877267e+02  |4.1848627370776242e+01  |
9.4999999999999992e-05  |8.4314799958537392e+01  |8.7319977049641068e+02  |4.2485429545052192e+01  |
9.6000000000000002e-05  |8.2148138522842657e+01  |8.7472849048282058e+02  |4.3123370994336909e+01  |
9.7000000000000000e-05  |8.0037155824216370e+01  |8.7620043450775086e+02  |4.3762409668032873e+01  |
9.7999999999999997e-05  |7.7980421032738732e+01  |8.7761707436178256e+02  |4.4402504605478747e+01  |
9.8999999999999994e-05  |7.5976540087899821e+01  |8.7897984400416669e+02  |4.5043615907933443e+01  |
9.9999999999999991e-05  |7.4024154753700671e+01  |8.8029014053501896e+02  |4.5685704711280160e+01  |
1.0100000000000000e-04  |7.2121941698036480e+01  |8.8154932514253153e+02  |4.6328733159431813e+01  |
1.0200000000000000e-04  |7.0268611595737781e+01  |8.8275872402584196e+02  |4.6972664378419971e+01  |
1.0300000000000000e-04  |6.8462908254661457e+01  |8.8391962929418867e+02  |4.7617462451149613e+01  |
1.0399999999999999e-04  |6.6703607764239692e+01  |8.8503329984295738e+02  |4.8263092392802655e+01  |
1.0499999999999999e-04  |6.4989517665909247e+01  |8.8610096220721687e+02  |4.8909520126873609e+01  |
1.0600000000000000e-04  |6.3319476144859166e+01  |8.8712381139331978e+02  |4.9556712461820958e+01  |
1.0700000000000000e-04  |6.1692351242548852e+01  |8.8810301168913247e+02  |5.0204637068318675e+01  |
1.0800000000000000e-04  |6.0107040089462828e+01  |8.8903969745344489e+02  |5.0853262457092256e+01  |
1.0899999999999999e-04  |5.8562468157582110e+01  |8.8993497388509354e+02  |5.1502557957324406e+01  |
1.0999999999999999e-04  |5.7057588532065608e+01  |8.9078991777231897e+02  |5.2152493695615554e+01  |
1.1100000000000000e-04  |5.5591381201647756e+01  |8.9160557822286705e+02  |5.2803040575485113e+01  |
1.1200000000000000e-04  |5.4162852367271533e+01  |8.9238297737532878e+02  |5.3454170257399554e+01  |
1.1300000000000000e-04  |5.2771033768488167e+01  |8.9312311109219797e+02  |5.4105855139313611e+01  |
1.1399999999999999e-04  |5.1414982027166992e+01  |8.9382694963512108e+02  |5.4758068337711663e+01  |
1.1499999999999999e-04  |5.0093778008070672e+01  |8.9449543832279278e+02  |5.5410783669136222e+01  |
1.1600000000000000e-04  |4.8806526195862268e+01  |8.9512949817194601e+02  |5.6063975632191202e+01  |
1.1700000000000000e-04  |4.7552354088122023e+01  |8.9573002652186983e+02  |5.6717619390007570e+01  |
1.1800000000000000e-04  |4.6330411603962297e+01  |8.9629789764287761e+02  |5.7371690753159641e+01  |
1.1899999999999999e-04  |4.5139870507839944e+01  |8.9683396332913935e+02  |5.8026166163020463e+01  |
1.1999999999999999e-04  |4.3979923848175559e+01  |8.9733905347627933e+02  |5.8681022675544817e+01  |
1.2100000000000000e-04  |4.2849785410398994e+01  |8.9781397664413169e+02  |5.9336237945469037e+01  |
1.2200000000000000e-04  |4.1748689184050548e+01  |8.9825952060503232e+02  |5.9991790210916896e+01  |
1.2299999999999998e-04  |4.0675888843576544e+01  |8.9867645287802213e+02  |6.0647658278401011e+01  |
1.2400000000000001e-04  |3.9630657242467393e+01  |8.9906552124932261e+02  |6.1303821508209751e+01  |
1.2500000000000000e-04  |3.8612285920395301e+01  |8.9942745427943487e+02  |6.1960259800169638e+01  |
1.2600000000000000e-04  |3.7620084623017526e+01  |8.9976296179720862e+02  |6.2616953579773650e+01  |
1.2700000000000000e-04  |3.6653380834119694e+01  |9.0007273538121422e+02  |6.3273883784666033e+01  |
1.2799999999999999e-04  |3.5711519319782063e+01  |9.0035744882874349e+02  |6.3931031851474344e+01  |
1.2899999999999999e-04  |3.4793861684259866e+01  |9.0061775861275987e+02  |6.4588379702979992e+01  |
1.2999999999999999e-04  |3.3899785937276533e+01  |9.0085430432710496e+02  |6.5245909735618440e+01  |
1.3099999999999999e-04  |3.3028686072436621e+01  |9.0106770912026263e+02  |6.5903604807300511e+01  |
1.3199999999999998e-04  |3.2179971656472674e+01  |9.0125858011798027e+02  |6.6561448225546897e+01  |
1.3300000000000001e-04  |3.1353067429047673e+01  |9.0142750883502481e+02  |6.7219423735927393e+01  |
1.3400000000000000e-04  |3.0547412912841565e+01  |9.0157507157636110e+02  |6.7877515510797323e+01  |
1.3500000000000000e-04  |2.9762462033657982e+01  |9.0170182982801862e+02  |6.8535708138323372e+01  |
1.3600000000000000e-04  |2.8997682750293308e+01  |9.0180833063791511e+02  |6.9193986611791559e+01  |
1.3700000000000000e-04  |2.8252556693917377e+01  |9.0189510698689287e+02  |6.9852336319189703e+01  |
1.3799999999999999e-04  |2.7526578816721415e+01  |9.0196267815022065e+02  |7.0510743033057892e+01  |
1.3899999999999999e-04  |2.6819257049594931e+01  |9.0201155004980524e+02  |7.1169192900599739e+01  |
1.3999999999999999e-04  |2.6130111968599664e+01  |9.0204221559735277e+02  |7.1827672434047514e+01  |
1.4099999999999998e-04  |2.5458676470014453e+01  |9.0205515502871026e+02  |7.2486168501275216e+01  |
1.4199999999999998e-04  |2.4804495453730784e+01  |9.0205083622961672e+02  |7.3144668316652599e+01  |
1.4300000000000001e-04  |2.4167125514784445e+01  |9.0202971505308119e+02  |7.3803159432134436e+01  |
1.4400000000000000e-04  |2.3546134642814177e+01  |9.0199223562860743e+02  |7.4461629728578615e+01  |
1.4500000000000000e-04  |2.2941101929243615e+01  |9.0193883066346916e+02  |7.5120067407287507e+01  |
1.4600000000000000e-04  |2.2351617281988073e+01  |9.0186992173624571e+02  |7.5778460981766528e+01  |
1.4700000000000000e-04  |2.1777281147492776e+01  |9.0178591958281299e+02  |7.6436799269694689e+01  |
1.4799999999999999e-04  |2.1217704239914138e+01  |9.0168722437498491e+02  |7.7095071385101292e+01  |
1.4899999999999999e-04  |2.0672507277260539e+01  |9.0157422599199595e+02  |7.7753266730743817e+01  |
1.4999999999999999e-04  |2.0141320724313722e+01  |9.0144730428500486e+02  |7.8411374990681708e+01  |
1.5099999999999998e-04  |1.9623784542156621e+01  |9.0130682933480296e+02  |7.9069386123040857e+01  |
1.5199999999999998e-04  |1.9119547944137782e+01  |9.0115316170289850e+02  |7.9727290352964047e+01  |
1.5300000000000001e-04  |1.8628269158107020e+01  |9.0098665267615070e+02  |8.0385078165742812e+01  |
1.5400000000000000e-04  |1.8149615194761115e+01  |9.0080764450511390e+02  |8.1042740300125445e+01  |
1.5500000000000000e-04  |1.7683261621942599e+01  |9.0061647063626037e+02  |8.1700267741797262e+01  |
1.5600000000000000e-04  |1.7228892344738501e+01  |9.0041345593823337e+02  |8.2357651717028162e+01  |
1.5699999999999999e-04  |1.6786199391230248e+01  |9.0019891692228600e+02  |8.3014883686483756e+01  |
1.5799999999999999e-04  |1.6354882703749237e+01  |8.9997316195705571e+02  |8.3671955339195151e+01  |
1.5899999999999999e-04  |1.5934649935496765e+01  |8.9973649147781930e+02  |8.4328858586684120e+01  |
1.5999999999999999e-04  |1.5525216252390393e+01  |8.9948919819037110e+02  |8.4985585557238835e+01  |
1.6099999999999998e-04  |1.5126304140002494e+01  |8.9923156726966079e+02  |8.5642128590337123e+01  |
1.6199999999999998e-04  |1.4737643215460038e+01  |8.9896387655332762e+02  |8.6298480231212636e+01  |
1.6300000000000000e-04  |1.4358970044178186e+01  |8.9868639673026121e+02  |8.6954633225560968e+01  |
1.6400000000000000e-04  |1.3990027961303468e+01  |8.9839939152431532e+02  |8.7610580514381653e+01  |
1.6500000000000000e-04  |1.3630566897745492e+01  |8.9810311787330204e+02  |8.8266315228952820e+01  |
1.6600000000000000e-04  |1.3280343210679288e+01  |8.9779782610338634e+02  |8.8921830685934921e+01  |
1.6699999999999999e-04  |1.2939119518403409e+01  |8.9748376009899675e+02  |8.9577120382600228e+01  |
1.6799999999999999e-04  |1.2606664539441814e+01  |8.9716115746837329e+02  |9.0232177992185171e+01  |
1.6899999999999999e-04  |1.2282752935780533e+01  |8.9683024970485781e+02  |9.0886997359361828e+01  |
1.6999999999999999e-04  |1.1967165160132808e+01  |8.9649126234404139e+02  |9.1541572495825960e+01  |
1.7099999999999998e-04  |1.1659687307129223e+01  |8.9614441511687255e+02  |9.2195897575998387e+01  |
1.7199999999999998e-04  |1.1360110968331936e+01  |8.9578992209883108e+02  |9.2849966932836793e+01  |
1.7300000000000000e-04  |1.1068233090974763e+01  |8.9542799185526974e+02  |9.3503775053755348e+01  |
1.7400000000000000e-04  |1.0783855840333318e+01  |8.9505882758301755e+02  |9.4157316576648924e+01  |
1.7500000000000000e-04  |1.0506786465632015e+01  |8.9468262724834824e+02  |9.4810586286019571e+01  |
1.7600000000000000e-04  |1.0236837169396928e+01  |8.9429958372140027e+02  |9.5463579109202712e+01  |
1.7699999999999999e-04  |9.9738249801660661e+00  |8.9390988490714381e+02  |9.6116290112690137e+01  |
1.7799999999999999e-04  |9.7175716284706954e+00  |8.9351371387298173e+02  |9.6768714498547538e+01  |
1.7899999999999999e-04  |9.4679034260037156e+00  |8.9311124897307207e+02  |9.7420847600924120e+01  |
1.7999999999999998e-04  |9.2246511478931481e+00  |8.9270266396945476e+02  |9.8072684882651885e+01  |
1.8099999999999998e-04  |8.9876499180009617e+00  |8.9228812815006643e+02  |9.8724221931932405e+01  |
1.8199999999999998e-04  |8.7567390971694827e+00  |8.9186780644372163e+02  |9.9375454459108624e+01  |
1.8300000000000000e-04  |8.5317621743396401e+00  |8.9144185953214037e+02  |1.0002637829351971e+02  |
1.8400000000000000e-04  |8.3125666604672510e+00  |8.9101044395909594e+02  |1.0067698938043669e+02  |
1.8500000000000000e-04  |8.0990039851654512e+00  |8.9057371223675761e+02  |1.0132728377807680e+02  |
1.8599999999999999e-04  |7.8909293960031937e+00  |8.9013181294930189e+02  |1.0197725765469472e+02  |
1.8699999999999999e-04  |7.6882018603915752e+00  |8.8968489085385988e+02  |1.0262690728574837e+02  |
1.8799999999999999e-04  |7.4906839699914771e+00  |8.8923308697887057e+02  |1.0327622905113761e+02  |
1.8899999999999999e-04  |7.2982418475777413e+00  |8.8877653871990765e+02  |1.0392521943251410e+02  |
1.8999999999999998e-04  |7.1107450562967500e+00  |8.8831537993304300e+02  |1.0457387501065983e+02  |
1.9099999999999998e-04  |6.9280665112558921e+00  |8.8784974102581009e+02  |1.0522219246293358e+02  |
1.9200000000000000e-04  |6.7500823933850036e+00  |8.8737974904583200e+02  |1.0587016856078259e+02  |
1.9300000000000000e-04  |6.5766720655113948e+00  |8.8690552776716970e+02  |1.0651780016731840e+02  |
1.9400000000000000e-04  |6.4077179905915775e+00  |8.8642719777445302e+02  |1.0716508423495488e+02  |
1.9500000000000000e-04  |6.2431056520442674e+00  |8.8594487654484817e+02  |1.0781201780310697e+02  |
1.9599999999999999e-04  |6.0827234761306670e+00  |8.8545867852792014e+02  |1.0845859799594869e+02  |
1.9699999999999999e-04  |5.9264627563294203e+00  |8.8496871522344134e+02  |1.0910482202022858e+02  |
1.9799999999999999e-04  |5.7742175796549740e+00  |8.8447509525720295e+02  |1.0975068716314139e+02  |
1.9899999999999999e-04  |5.6258847548694035e+00  |8.8397792445487539e+02  |1.1039619079025449e+02  |
1.9999999999999998e-04  |5.4813637425390533e+00  |8.8347730591397260e+02  |1.1104133034348754e+02  |
2.0099999999999998e-04  |5.3405565868885789e+00  |8.8297334007396660e+02  |1.1168610333914400e+02  |
2.0200000000000000e-04  |5.2033678494061961e+00  |8.8246612478459963e+02  |1.1233050736599341e+02  |
2.0300000000000000e-04  |5.0697045441551465e+00  |8.8195575537244144e+02  |1.1297454008340274e+02  |
2.0400000000000000e-04  |4.9394760747475202e+00  |8.8144232470573570e+02  |1.1361819921951600e+02  |
2.0500000000000000e-04  |4.8125941729377280e+00  |8.8092592325758096e+02  |1.1426148256948045e+02  |
2.0599999999999999e-04  |4.6889728387939922e+00  |8.8040663916748645e+02  |1.1490438799371844e+02  |
2.0699999999999999e-04  |4.5685282824073044e+00  |8.7988455830134785e+02  |1.1554691341624374e+02  |
2.0799999999999999e-04  |4.4511788670983590e+00  |8.7935976430987944e+02  |1.1618905682302108e+02  |
2.0899999999999998e-04  |4.3368450540839376e+00  |8.7883233868554726e+02  |1.1683081626036781e+02  |
2.0999999999999998e-04  |4.2254493485652560e+00  |8.7830236081803696e+02  |1.1747218983339675e+02  |
2.1099999999999998e-04  |4.1169162472017398e+00  |8.7776990804829813e+02  |1.1811317570449896e+02  |
2.1200000000000000e-04  |4.0111721869346129e+00  |8.7723505572119871e+02  |1.1875377209186553e+02  |
2.1300000000000000e-04  |3.9081454951256034e+00  |8.7669787723682566e+02  |1.1939397726804741e+02  |
2.1400000000000000e-04  |3.8077663409770057e+00  |8.7615844410046941e+02  |1.2003378955855223e+02  |
2.1499999999999999e-04  |3.7099666882001276e+00  |8.7561682597132142e+02  |1.2067320734047709e+02  |
2.1599999999999999e-04  |3.6146802489000733e+00  |8.7507309070992187e+02  |1.2131222904117666e+02  |
2.1699999999999999e-04  |3.5218424386455882e+00  |8.7452730442438769e+02  |1.2195085313696543e+02  |
2.1799999999999999e-04  |3.4313903326935189e+00  |8.7397953151545198e+02  |1.2258907815185317e+02  |
2.1899999999999998e-04  |3.3432626233382154e+00  |8.7342983472034712e+02  |1.2322690265631317e+02  |
2.1999999999999998e-04  |3.2573995783569671e+00  |8.7287827515555978e+02  |1.2386432526608192e+02  |
2.2099999999999998e-04  |3.1737430005233040e+00  |8.7232491235848568e+02  |1.2450134464098977e+02  |
2.2200000000000000e-04  |3.0922361881607250e+00  |8.7176980432801645e+02  |1.2513795948382153e+02  |
2.2300000000000000e-04  |3.0128238967101160e+00  |8.7121300756408209e+02  |1.2577416853920647e+02  |
2.2400000000000000e-04  |2.9354523012848044e+00  |8.7065457710617704e+02  |1.2640997059253678e+02  |
2.2499999999999999e-04  |2.8600689601878759e+00  |8.7009456657089697e+02  |1.2704536446891375e+02  |
2.2599999999999999e-04  |2.7866227793670162e+00  |8.6953302818851034e+02  |1.2768034903212128e+02  |
2.2699999999999999e-04  |2.7150639777827981e+00  |8.6897001283859015e+02  |1.2831492318362552e+02  |
2.2799999999999999e-04  |2.6453440536669253e+00  |8.6840557008473127e+02  |1.2894908586160037e+02  |
2.2899999999999998e-04  |2.5774157516475777e+00  |8.6783974820837307e+02  |1.2958283603997788e+02  |
2.2999999999999998e-04  |2.5112330307195623e+00  |8.6727259424175566e+02  |1.3021617272752323e+02  |
2.3099999999999998e-04  |2.4467510330375699e+00  |8.6670415400002719e+02  |1.3084909496693362e+02  |
2.3200000000000000e-04  |2.3839260535113782e+00  |8.6613447211252731e+02  |1.3148160183395967e+02  |
2.3300000000000000e-04  |2.3227155101824000e+00  |8.6556359205326567e+02  |1.3211369243655020e+02  |
2.3400000000000000e-04  |2.2630779153614884e+00  |8.6499155617061831e+02  |1.3274536591401844e+02  |
2.3499999999999999e-04  |2.2049728475084489e+00  |8.6441840571625971e+02  |1.3337662143623007e+02  |
2.3599999999999999e-04  |2.1483609238341850e+00  |8.6384418087335234e+02  |1.3400745820281168e+02  |
2.3699999999999999e-04  |2.0932037736069109e+00  |8.6326892078401124e+02  |1.3463787544238002e+02  |
2.3799999999999998e-04  |2.0394640121443475e+00  |8.6269266357606318e+02  |1.3526787241179082e+02  |
2.3899999999999998e-04  |1.9871052154742597e+00  |8.6211544638911721e+02  |1.3589744839540691e+02  |
2.3999999999999998e-04  |1.9360918956461679e+00  |8.6153730539996695e+02  |1.3652660270438520e+02  |
2.4099999999999998e-04  |1.8863894766775020e+00  |8.6095827584733865e+02  |1.3715533467598217e+02  |
2.4200000000000000e-04  |1.8379642711178816e+00  |8.6037839205600369e+02  |1.3778364367287668e+02  |
2.4300000000000000e-04  |1.7907834572156551e+00  |8.5979768746027162e+02  |1.3841152908251101e+02  |
2.4399999999999999e-04  |1.7448150566712068e+00  |8.5921619462687909e+02  |1.3903899031644798e+02  |
2.4499999999999999e-04  |1.7000279129619618e+00  |8.5863394527729110e+02  |1.3966602680974518e+02  |
2.4599999999999996e-04  |1.6563916702243908e+00  |8.5805097030942898e+02  |1.4029263802034498e+02  |
2.4699999999999999e-04  |1.6138767526787077e+00  |8.5746729981883914e+02  |1.4091882342848049e+02  |
2.4800000000000001e-04  |1.5724543445823080e+00  |8.5688296311931970e+02  |1.4154458253609644e+02  |
2.4899999999999998e-04  |1.5320963706983641e+00  |8.5629798876301459e+02  |1.4216991486628535e+02  |
2.5000000000000001e-04  |1.4927754772663369e+00  |8.5571240455999418e+02  |1.4279481996273779e+02  |
2.5099999999999998e-04  |1.4544650134615089e+00  |8.5512623759732946e+02  |1.4341929738920700e+02  |
2.5200000000000000e-04  |1.4171390133309665e+00  |8.5453951425767946e+02  |1.4404334672898739e+02  |
2.5299999999999997e-04  |1.3807721781937912e+00  |8.5395226023739804e+02  |1.4466696758440619e+02  |
2.5399999999999999e-04  |1.3453398594935317e+00  |8.5336450056417618e+02  |1.4529015957632805e+02  |
2.5499999999999996e-04  |1.3108180420913313e+00  |8.5277625961423337e+02  |1.4591292234367307e+02  |
2.5599999999999999e-04  |1.2771833279883875e+00  |8.5218756112906294e+02  |1.4653525554294637e+02  |
2.5700000000000001e-04  |1.2444129204667129e+00  |8.5159842823175086e+02  |1.4715715884778021e+02  |
2.5799999999999998e-04  |1.2124846086374437e+00  |8.5100888344287250e+02  |1.4777863194848791e+02  |
2.5900000000000001e-04  |1.1813767523862262e+00  |8.5041894869598264e+02  |1.4839967455162895e+02  |
2.5999999999999998e-04  |1.1510682677054780e+00  |8.4982864535270664e+02  |1.4902028637958571e+02  |
2.6100000000000000e-04  |1.1215386124035771e+00  |8.4923799421744377e+02  |1.4964046717015040e+02  |
2.6199999999999997e-04  |1.0927677721812976e+00  |8.4864701555169302e+02  |1.5026021667612343e+02  |
2.6300000000000000e-04  |1.0647362470660517e+00  |8.4805572908801014e+02  |1.5087953466492149e+02  |
2.6399999999999997e-04  |1.0374250381947447e+00  |8.4746415404360710e+02  |1.5149842091819585e+02  |
2.6499999999999999e-04  |1.0108156349362840e+00  |8.4687230913360065e+02  |1.5211687523146065e+02  |
2.6600000000000001e-04  |9.8489000234501245e-01  |8.4628021258392187e+02  |1.5273489741373069e+02  |
2.6699999999999998e-04  |9.5963056893656207e-01  |8.4568788214389292e+02  |1.5335248728716826e+02  |
2.6800000000000001e-04  |9.3502021477784503e-01  |8.4509533509848052e+02  |1.5396964468673940e+02  |
2.6899999999999998e-04  |9.1104225988310850e-01  |8.4450258828023573e+02  |1.5458636945987894e+02  |
2.7000000000000000e-04  |8.8768045290818332e-01  |8.4390965808092528e+02  |1.5520266146616402e+02  |
2.7099999999999997e-04  |8.6491896013527114e-01  |8.4331656046286639e+02  |1.5581852057699587e+02  |
2.7200000000000000e-04  |8.4274235474079873e-01  |8.4272331096996663e+02  |1.5643394667529020e+02  |
2.7299999999999997e-04  |8.2113560633906557e-01  |8.4212992473848328e+02  |1.5704893965517510e+02  |
2.7399999999999999e-04  |8.0008407079460131e-01  |8.4153641650750569e+02  |1.5766349942169717e+02  |
2.7499999999999996e-04  |7.7957348029632045e-01  |8.4094280062916619e+02  |1.5827762589053481e+02  |
2.7599999999999999e-04  |7.5958993368675531e-01  |8.4034909107859164e+02  |1.5889131898771902e+02  |
2.7700000000000001e-04  |7.4011988703980491e-01  |8.3975530146359620e+02  |1.5950457864936138e+02  |
2.7799999999999998e-04  |7.2115014448061843e-01  |8.3916144503412784e+02  |1.6011740482138902e+02  |
2.7900000000000001e-04  |7.0266784924138759e-01  |8.3856753469146940e+02  |1.6072979745928654e+02  |
2.7999999999999998e-04  |6.8466047494698790e-01  |8.3797358299720599e+02  |1.6134175652784430e+02  |
2.8100000000000000e-04  |6.6711581712456047e-01  |8.3737960218195929e+02  |1.6195328200091339e+02  |
2.8199999999999997e-04  |6.5002198493128083e-01  |8.3678560415389904e+02  |1.6256437386116690e+02  |
2.8299999999999999e-04  |6.3336739309470658e-01  |8.3619160050703556e+02  |1.6317503209986697e+02  |
2.8399999999999996e-04  |6.1714075406024238e-01  |8.3559760252929846e+02  |1.6378525671663857e+02  |
2.8499999999999999e-04  |6.0133107034039812e-01  |8.3500362121040848e+02  |1.6439504771924831e+02  |
2.8600000000000001e-04  |5.8592762706065693e-01  |8.3440966724954706e+02  |1.6500440512338943e+02  |
2.8699999999999998e-04  |5.7091998469689742e-01  |8.3381575106282810e+02  |1.6561332895247210e+02  |
2.8800000000000001e-04  |5.5629797199945108e-01  |8.3322188279057832e+02  |1.6622181923741934e+02  |
2.8899999999999998e-04  |5.4205167909899565e-01  |8.3262807230443013e+02  |1.6682987601646775e+02  |
2.9000000000000000e-04  |5.2817145078961336e-01  |8.3203432921423348e+02  |1.6743749933497392e+02  |
2.9099999999999997e-04  |5.1464787998446171e-01  |8.3144066287478699e+02  |1.6804468924522550e+02  |
2.9200000000000000e-04  |5.0147180133961922e-01  |8.3084708239240047e+02  |1.6865144580625702e+02  |
2.9299999999999997e-04  |4.8863428504178491e-01  |8.3025359663128461e+02  |1.6925776908367069e+02  |
2.9399999999999999e-04  |4.7612663075562245e-01  |8.2966021421977950e+02  |1.6986365914946185e+02  |
2.9499999999999996e-04  |4.6394036172664477e-01  |8.2906694355642162e+02  |1.7046911608184863e+02  |
2.9599999999999998e-04  |4.5206721903564201e-01  |8.2847379281585506e+02  |1.7107413996510618e+02  |
2.9700000000000001e-04  |4.4049915600075951e-01  |8.2788076995459085e+02  |1.7167873088940510e+02  |
2.9799999999999998e-04  |4.2922833272343086e-01  |8.2728788271661904e+02  |1.7228288895065415e+02  |
2.9900000000000000e-04  |4.1824711077446908e-01  |8.2669513863887505e+02  |1.7288661425034690e+02  |
2.9999999999999997e-04  |4.0754804801671479e-01  |8.2610254505656769e+02  |1.7348990689541216e+02  |
3.0100000000000000e-04  |3.9712389356073130e-01  |8.2551010910836692e+02  |1.7409276699806873e+02  |
3.0199999999999997e-04  |3.8696758285012872e-01  |8.2491783774146290e+02  |1.7469519467568333e+02  |
3.0299999999999999e-04  |3.7707223287318470e-01  |8.2432573771649049e+02  |1.7529719005063268e+02  |
3.0399999999999996e-04  |3.6743113749751660e-01  |8.2373381561233032e+02  |1.7589875325016860e+02  |
3.0499999999999999e-04  |3.5803776292464345e-01  |8.2314207783078496e+02  |1.7649988440628707e+02  |
3.0600000000000001e-04  |3.4888574326135663e-01  |8.2255053060113471e+02  |1.7710058365560059e+02  |
3.0699999999999998e-04  |3.3996887620489641e-01  |8.2195917998457833e+02  |1.7770085113921343e+02  |
3.0800000000000001e-04  |3.3128111883901157e-01  |8.2136803187855719e+02  |1.7830068700260054e+02  |
3.0899999999999998e-04  |3.2281658353805082e-01  |8.2077709202096935e+02  |1.7890009139548926e+02  |
3.1000000000000000e-04  |3.1456953397631199e-01  |8.2018636599427600e+02  |1.7949906447174439e+02  |
3.1099999999999997e-04  |3.0653438123994153e-01  |8.1959585922950077e+02  |1.8009760638925593e+02  |
3.1199999999999999e-04  |2.9870568003875031e-01  |8.1900557701012815e+02  |1.8069571730982977e+02  |
3.1299999999999996e-04  |2.9107812501537955e-01  |8.1841552447589982e+02  |1.8129339739908124e+02  |
3.1399999999999999e-04  |2.8364654714931181e-01  |8.1782570662651551e+02  |1.8189064682633165e+02  |
3.1499999999999996e-04  |2.7640591025329253e-01  |8.1723612832523622e+02  |1.8248746576450694e+02  |
3.1599999999999998e-04  |2.6935130755978620e-01  |8.1664679430239744e+02  |1.8308385439003931e+02  |
3.1700000000000001e-04  |2.6247795839515337e-01  |8.1605770915882988e+02  |1.8367981288277147e+02  |
3.1799999999999998e-04  |2.5578120493929540e-01  |8.1546887736919427e+02  |1.8427534142586302e+02  |
3.1900000000000000e-04  |2.4925650906856836e-01  |8.1488030328522836e+02  |1.8487044020569951e+02  |
3.1999999999999997e-04  |2.4289944927982890e-01  |8.1429199113891298e+02  |1.8546510941180370e+02  |
3.2100000000000000e-04  |2.3670571769352519e-01  |8.1370394504555384e+02  |1.8605934923674920e+02  |
3.2199999999999997e-04  |2.3067111713380231e-01  |8.1311616900678644e+02  |1.8665315987607633e+02  |
3.2299999999999999e-04  |2.2479155828364325e-01  |8.1252866691350289e+02  |1.8724654152821000e+02  |
3.2399999999999996e-04  |2.1906305691311673e-01  |8.1194144254870355e+02  |1.8783949439437984e+02  |
